Date,Day_of_Week,Meal_Type,Dish_Name,Is_Weekend,Is_Holiday,Is_Exam,Menu_Popularity,Quantity_Consumed
5/14/2024,1,Breakfast,Aloo Prantha,0,0,1,4,413
5/14/2024,1,Lunch,Black Channe Rice,0,0,1,3,458
5/14/2024,1,Dinner,Sarso Ka Saag,0,0,1,3,454
5/15/2024,2,Breakfast,Macaroni/Sandwich,0,0,1,4,420
5/15/2024,2,Lunch,Fried Rice,0,0,1,4,458
5/15/2024,2,Dinner,Paneer Bhurji,0,0,1,5,473
5/16/2024,3,Breakfast,Methi Prantha,0,0,1,2,371
5/16/2024,3,Lunch,Aloo Matar Rice,0,0,1,3,454
5/16/2024,3,Dinner,Chana Masala,0,0,1,3,462
5/17/2024,4,Breakfast,Bread Pakoda/Poha,0,0,1,4,425
5/17/2024,4,Lunch,Channa Dal Rice,0,0,1,2,428
5/17/2024,4,Dinner,Cheese Chilli,0,0,1,5,490
5/18/2024,5,Breakfast,Aloo Prantha,1,0,1,4,322
5/18/2024,5,Lunch,Dal Makhni Rotti,1,0,1,4,357
5/18/2024,5,Dinner,Aloo Matar Gajar,1,0,1,2,337
5/19/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,1,5,315
5/19/2024,6,Lunch,Pudi White Channe,1,0,1,5,387
5/19/2024,6,Dinner,Aloo Sabji Rice,1,0,1,3,341
5/20/2024,0,Breakfast,Gobhi Prantha,0,0,1,3,394
5/20/2024,0,Lunch,Rajma Rice,0,0,1,5,481
5/20/2024,0,Dinner,Aloo Gobhi,0,0,1,2,424
5/21/2024,1,Breakfast,Aloo Prantha,0,0,1,4,403
5/21/2024,1,Lunch,Black Channe Rice,0,0,1,3,435
5/21/2024,1,Dinner,Sarso Ka Saag,0,0,1,3,463
5/22/2024,2,Breakfast,Macaroni/Sandwich,0,0,1,4,405
5/22/2024,2,Lunch,Fried Rice,0,0,1,4,444
5/22/2024,2,Dinner,Paneer Bhurji,0,0,1,5,464
5/23/2024,3,Breakfast,Methi Prantha,0,0,1,2,372
5/23/2024,3,Lunch,Aloo Matar Rice,0,0,1,3,454
5/23/2024,3,Dinner,Chana Masala,0,0,1,3,430
5/24/2024,4,Breakfast,Bread Pakoda/Poha,0,0,1,4,408
5/24/2024,4,Lunch,Channa Dal Rice,0,0,1,2,444
5/24/2024,4,Dinner,Cheese Chilli,0,0,1,5,480
5/25/2024,5,Breakfast,Aloo Prantha,1,0,1,4,318
5/25/2024,5,Lunch,Dal Makhni Rotti,1,0,1,4,376
5/25/2024,5,Dinner,Aloo Matar Gajar,1,0,1,2,329
5/26/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,1,5,314
5/26/2024,6,Lunch,Pudi White Channe,1,0,1,5,359
5/26/2024,6,Dinner,Aloo Sabji Rice,1,0,1,3,360
5/27/2024,0,Breakfast,Gobhi Prantha,0,0,1,3,378
5/27/2024,0,Lunch,Rajma Rice,0,0,1,5,493
5/27/2024,0,Dinner,Aloo Gobhi,0,0,1,2,448
5/28/2024,1,Breakfast,Aloo Prantha,0,0,1,4,390
5/28/2024,1,Lunch,Black Channe Rice,0,0,1,3,448
5/28/2024,1,Dinner,Sarso Ka Saag,0,0,1,3,460
5/29/2024,2,Breakfast,Macaroni/Sandwich,0,0,1,4,420
5/29/2024,2,Lunch,Fried Rice,0,0,1,4,459
5/29/2024,2,Dinner,Paneer Bhurji,0,0,1,5,478
5/30/2024,3,Breakfast,Methi Prantha,0,0,1,2,380
5/30/2024,3,Lunch,Aloo Matar Rice,0,0,1,3,454
5/30/2024,3,Dinner,Chana Masala,0,0,1,3,448
5/31/2024,4,Breakfast,Bread Pakoda/Poha,0,0,1,4,419
5/31/2024,4,Lunch,Channa Dal Rice,0,0,1,2,431
5/31/2024,4,Dinner,Cheese Chilli,0,0,1,5,482
6/1/2024,5,Breakfast,Aloo Prantha,1,0,0,4,317
6/1/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,353
6/1/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,319
6/2/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,335
6/2/2024,6,Lunch,Pudi White Channe,1,0,0,5,379
6/2/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,337
6/3/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,383
6/3/2024,0,Lunch,Rajma Rice,0,0,0,5,490
6/3/2024,0,Dinner,Aloo Gobhi,0,0,0,2,429
6/4/2024,1,Breakfast,Aloo Prantha,0,0,0,4,410
6/4/2024,1,Lunch,Black Channe Rice,0,0,0,3,428
6/4/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,457
6/5/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,395
6/5/2024,2,Lunch,Fried Rice,0,0,0,4,454
6/5/2024,2,Dinner,Paneer Bhurji,0,0,0,5,472
6/6/2024,3,Breakfast,Methi Prantha,0,0,0,2,370
6/6/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,444
6/6/2024,3,Dinner,Chana Masala,0,0,0,3,448
6/7/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,396
6/7/2024,4,Lunch,Channa Dal Rice,0,0,0,2,430
6/7/2024,4,Dinner,Cheese Chilli,0,0,0,5,480
6/8/2024,5,Breakfast,Aloo Prantha,1,0,0,4,303
6/8/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,376
6/8/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,330
6/9/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,307
6/9/2024,6,Lunch,Pudi White Channe,1,0,0,5,377
6/9/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,350
6/10/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,393
6/10/2024,0,Lunch,Rajma Rice,0,0,0,5,479
6/10/2024,0,Dinner,Aloo Gobhi,0,0,0,2,430
6/11/2024,1,Breakfast,Aloo Prantha,0,0,0,4,422
6/11/2024,1,Lunch,Black Channe Rice,0,0,0,3,428
6/11/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,431
6/12/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,422
6/12/2024,2,Lunch,Fried Rice,0,0,0,4,456
6/12/2024,2,Dinner,Paneer Bhurji,0,0,0,5,478
6/13/2024,3,Breakfast,Methi Prantha,0,0,0,2,393
6/13/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,452
6/13/2024,3,Dinner,Chana Masala,0,0,0,3,463
6/14/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,406
6/14/2024,4,Lunch,Channa Dal Rice,0,0,0,2,443
6/14/2024,4,Dinner,Cheese Chilli,0,0,0,5,460
6/15/2024,5,Breakfast,Aloo Prantha,1,0,0,4,323
6/15/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,340
6/15/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,319
6/16/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,306
6/16/2024,6,Lunch,Pudi White Channe,1,0,0,5,376
6/16/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,326
6/17/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,390
6/17/2024,0,Lunch,Rajma Rice,0,0,0,5,493
6/17/2024,0,Dinner,Aloo Gobhi,0,0,0,2,431
6/18/2024,1,Breakfast,Aloo Prantha,0,0,0,4,429
6/18/2024,1,Lunch,Black Channe Rice,0,0,0,3,462
6/18/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,434
6/19/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,421
6/19/2024,2,Lunch,Fried Rice,0,0,0,4,446
6/19/2024,2,Dinner,Paneer Bhurji,0,0,0,5,475
6/20/2024,3,Breakfast,Methi Prantha,0,0,0,2,363
6/20/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,446
6/20/2024,3,Dinner,Chana Masala,0,0,0,3,439
6/21/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,410
6/21/2024,4,Lunch,Channa Dal Rice,0,0,0,2,424
6/21/2024,4,Dinner,Cheese Chilli,0,0,0,5,476
6/22/2024,5,Breakfast,Aloo Prantha,1,0,0,4,303
6/22/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,366
6/22/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,349
6/23/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,330
6/23/2024,6,Lunch,Pudi White Channe,1,0,0,5,356
6/23/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,349
6/24/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,377
6/24/2024,0,Lunch,Rajma Rice,0,0,0,5,462
6/24/2024,0,Dinner,Aloo Gobhi,0,0,0,2,442
6/25/2024,1,Breakfast,Aloo Prantha,0,0,0,4,424
6/25/2024,1,Lunch,Black Channe Rice,0,0,0,3,430
6/25/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,463
6/26/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,414
6/26/2024,2,Lunch,Fried Rice,0,0,0,4,458
6/26/2024,2,Dinner,Paneer Bhurji,0,0,0,5,459
6/27/2024,3,Breakfast,Methi Prantha,0,0,0,2,371
6/27/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,434
6/27/2024,3,Dinner,Chana Masala,0,0,0,3,432
6/28/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,417
6/28/2024,4,Lunch,Channa Dal Rice,0,0,0,2,445
6/28/2024,4,Dinner,Cheese Chilli,0,0,0,5,491
6/29/2024,5,Breakfast,Aloo Prantha,1,0,0,4,298
6/29/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,354
6/29/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,349
6/30/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,324
6/30/2024,6,Lunch,Pudi White Channe,1,0,0,5,360
6/30/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,336
7/1/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,390
7/1/2024,0,Lunch,Rajma Rice,0,0,0,5,457
7/1/2024,0,Dinner,Aloo Gobhi,0,0,0,2,412
7/2/2024,1,Breakfast,Aloo Prantha,0,0,0,4,429
7/2/2024,1,Lunch,Black Channe Rice,0,0,0,3,462
7/2/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,457
7/3/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,397
7/3/2024,2,Lunch,Fried Rice,0,0,0,4,476
7/3/2024,2,Dinner,Paneer Bhurji,0,0,0,5,486
7/4/2024,3,Breakfast,Methi Prantha,0,0,0,2,396
7/4/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,428
7/4/2024,3,Dinner,Chana Masala,0,0,0,3,454
7/5/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,408
7/5/2024,4,Lunch,Channa Dal Rice,0,0,0,2,441
7/5/2024,4,Dinner,Cheese Chilli,0,0,0,5,463
7/6/2024,5,Breakfast,Aloo Prantha,1,0,0,4,305
7/6/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,340
7/6/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,330
7/7/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,338
7/7/2024,6,Lunch,Pudi White Channe,1,0,0,5,358
7/7/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,352
7/8/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,405
7/8/2024,0,Lunch,Rajma Rice,0,0,0,5,481
7/8/2024,0,Dinner,Aloo Gobhi,0,0,0,2,414
7/9/2024,1,Breakfast,Aloo Prantha,0,0,0,4,422
7/9/2024,1,Lunch,Black Channe Rice,0,0,0,3,428
7/9/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,449
7/10/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,415
7/10/2024,2,Lunch,Fried Rice,0,0,0,4,444
7/10/2024,2,Dinner,Paneer Bhurji,0,0,0,5,489
7/11/2024,3,Breakfast,Methi Prantha,0,0,0,2,388
7/11/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,433
7/11/2024,3,Dinner,Chana Masala,0,0,0,3,462
7/12/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,408
7/12/2024,4,Lunch,Channa Dal Rice,0,0,0,2,420
7/12/2024,4,Dinner,Cheese Chilli,0,0,0,5,456
7/13/2024,5,Breakfast,Aloo Prantha,1,0,0,4,298
7/13/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,360
7/13/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,333
7/14/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,307
7/14/2024,6,Lunch,Pudi White Channe,1,0,0,5,366
7/14/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,352
7/15/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,395
7/15/2024,0,Lunch,Rajma Rice,0,0,0,5,482
7/15/2024,0,Dinner,Aloo Gobhi,0,0,0,2,435
7/16/2024,1,Breakfast,Aloo Prantha,0,0,0,4,410
7/16/2024,1,Lunch,Black Channe Rice,0,0,0,3,459
7/16/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,458
7/17/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,407
7/17/2024,2,Lunch,Fried Rice,0,0,0,4,450
7/17/2024,2,Dinner,Paneer Bhurji,0,0,0,5,477
7/18/2024,3,Breakfast,Methi Prantha,0,0,0,2,381
7/18/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,441
7/18/2024,3,Dinner,Chana Masala,0,0,0,3,429
7/19/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,419
7/19/2024,4,Lunch,Channa Dal Rice,0,0,0,2,424
7/19/2024,4,Dinner,Cheese Chilli,0,0,0,5,481
7/20/2024,5,Breakfast,Aloo Prantha,1,0,0,4,309
7/20/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,355
7/20/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,343
7/21/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,344
7/21/2024,6,Lunch,Pudi White Channe,1,0,0,5,382
7/21/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,363
7/22/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,394
7/22/2024,0,Lunch,Rajma Rice,0,0,0,5,455
7/22/2024,0,Dinner,Aloo Gobhi,0,0,0,2,417
7/23/2024,1,Breakfast,Aloo Prantha,0,0,0,4,392
7/23/2024,1,Lunch,Black Channe Rice,0,0,0,3,428
7/23/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,449
7/24/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,404
7/24/2024,2,Lunch,Fried Rice,0,0,0,4,460
7/24/2024,2,Dinner,Paneer Bhurji,0,0,0,5,489
7/25/2024,3,Breakfast,Methi Prantha,0,0,0,2,373
7/25/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,460
7/25/2024,3,Dinner,Chana Masala,0,0,0,3,436
7/26/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,398
7/26/2024,4,Lunch,Channa Dal Rice,0,0,0,2,444
7/26/2024,4,Dinner,Cheese Chilli,0,0,0,5,467
7/27/2024,5,Breakfast,Aloo Prantha,1,0,0,4,322
7/27/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,345
7/27/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,336
7/28/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,331
7/28/2024,6,Lunch,Pudi White Channe,1,0,0,5,388
7/28/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,362
7/29/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,382
7/29/2024,0,Lunch,Rajma Rice,0,0,0,5,489
7/29/2024,0,Dinner,Aloo Gobhi,0,0,0,2,428
7/30/2024,1,Breakfast,Aloo Prantha,0,0,0,4,403
7/30/2024,1,Lunch,Black Channe Rice,0,0,0,3,444
7/30/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,449
7/31/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,403
7/31/2024,2,Lunch,Fried Rice,0,0,0,4,465
7/31/2024,2,Dinner,Paneer Bhurji,0,0,0,5,492
8/1/2024,3,Breakfast,Methi Prantha,0,0,0,2,378
8/1/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,427
8/1/2024,3,Dinner,Chana Masala,0,0,0,3,443
8/2/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,409
8/2/2024,4,Lunch,Channa Dal Rice,0,0,0,2,416
8/2/2024,4,Dinner,Cheese Chilli,0,0,0,5,468
8/3/2024,5,Breakfast,Aloo Prantha,1,0,0,4,308
8/3/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,353
8/3/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,347
8/4/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,340
8/4/2024,6,Lunch,Pudi White Channe,1,0,0,5,394
8/4/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,341
8/5/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,407
8/5/2024,0,Lunch,Rajma Rice,0,0,0,5,479
8/5/2024,0,Dinner,Aloo Gobhi,0,0,0,2,423
8/6/2024,1,Breakfast,Aloo Prantha,0,0,0,4,424
8/6/2024,1,Lunch,Black Channe Rice,0,0,0,3,438
8/6/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,454
8/7/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,393
8/7/2024,2,Lunch,Fried Rice,0,0,0,4,467
8/7/2024,2,Dinner,Paneer Bhurji,0,0,0,5,462
8/8/2024,3,Breakfast,Methi Prantha,0,0,0,2,381
8/8/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,440
8/8/2024,3,Dinner,Chana Masala,0,0,0,3,453
8/9/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,419
8/9/2024,4,Lunch,Channa Dal Rice,0,0,0,2,421
8/9/2024,4,Dinner,Cheese Chilli,0,0,0,5,489
8/10/2024,5,Breakfast,Aloo Prantha,1,0,0,4,310
8/10/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,360
8/10/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,314
8/11/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,341
8/11/2024,6,Lunch,Pudi White Channe,1,0,0,5,357
8/11/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,357
8/12/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,383
8/12/2024,0,Lunch,Rajma Rice,0,0,0,5,463
8/12/2024,0,Dinner,Aloo Gobhi,0,0,0,2,413
8/13/2024,1,Breakfast,Aloo Prantha,0,0,0,4,423
8/13/2024,1,Lunch,Black Channe Rice,0,0,0,3,448
8/13/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,456
8/14/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,412
8/14/2024,2,Lunch,Fried Rice,0,0,0,4,479
8/14/2024,2,Dinner,Paneer Bhurji,0,0,0,5,466
8/15/2024,3,Breakfast,Methi Prantha,0,0,0,2,374
8/15/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,443
8/15/2024,3,Dinner,Chana Masala,0,0,0,3,450
8/16/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,411
8/16/2024,4,Lunch,Channa Dal Rice,0,0,0,2,449
8/16/2024,4,Dinner,Cheese Chilli,0,0,0,5,475
8/17/2024,5,Breakfast,Aloo Prantha,1,0,0,4,309
8/17/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,368
8/17/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,313
8/18/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,332
8/18/2024,6,Lunch,Pudi White Channe,1,0,0,5,382
8/18/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,328
8/19/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,377
8/19/2024,0,Lunch,Rajma Rice,0,0,0,5,476
8/19/2024,0,Dinner,Aloo Gobhi,0,0,0,2,411
8/20/2024,1,Breakfast,Aloo Prantha,0,0,0,4,416
8/20/2024,1,Lunch,Black Channe Rice,0,0,0,3,425
8/20/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,432
8/21/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,395
8/21/2024,2,Lunch,Fried Rice,0,0,0,4,461
8/21/2024,2,Dinner,Paneer Bhurji,0,0,0,5,479
8/22/2024,3,Breakfast,Methi Prantha,0,1,0,2,121
8/22/2024,3,Lunch,Aloo Matar Rice,0,1,0,3,180
8/22/2024,3,Dinner,Chana Masala,0,1,0,3,200
8/23/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,408
8/23/2024,4,Lunch,Channa Dal Rice,0,0,0,2,410
8/23/2024,4,Dinner,Cheese Chilli,0,0,0,5,483
8/24/2024,5,Breakfast,Aloo Prantha,1,0,0,4,324
8/24/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,379
8/24/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,323
8/25/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,324
8/25/2024,6,Lunch,Pudi White Channe,1,0,0,5,367
8/25/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,362
8/26/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,382
8/26/2024,0,Lunch,Rajma Rice,0,0,0,5,474
8/26/2024,0,Dinner,Aloo Gobhi,0,0,0,2,442
8/27/2024,1,Breakfast,Aloo Prantha,0,0,0,4,410
8/27/2024,1,Lunch,Black Channe Rice,0,0,0,3,433
8/27/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,448
8/28/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,406
8/28/2024,2,Lunch,Fried Rice,0,0,0,4,463
8/28/2024,2,Dinner,Paneer Bhurji,0,0,0,5,475
8/29/2024,3,Breakfast,Methi Prantha,0,0,0,2,398
8/29/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,463
8/29/2024,3,Dinner,Chana Masala,0,0,0,3,437
8/30/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,408
8/30/2024,4,Lunch,Channa Dal Rice,0,0,0,2,420
8/30/2024,4,Dinner,Cheese Chilli,0,0,0,5,467
8/31/2024,5,Breakfast,Aloo Prantha,1,0,0,4,290
8/31/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,379
8/31/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,328
9/1/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,312
9/1/2024,6,Lunch,Pudi White Channe,1,0,0,5,366
9/1/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,357
9/2/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,413
9/2/2024,0,Lunch,Rajma Rice,0,0,0,5,482
9/2/2024,0,Dinner,Aloo Gobhi,0,0,0,2,414
9/3/2024,1,Breakfast,Aloo Prantha,0,1,0,4,166
9/3/2024,1,Lunch,Black Channe Rice,0,1,0,3,197
9/3/2024,1,Dinner,Sarso Ka Saag,0,1,0,3,204
9/4/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,412
9/4/2024,2,Lunch,Fried Rice,0,0,0,4,459
9/4/2024,2,Dinner,Paneer Bhurji,0,0,0,5,472
9/5/2024,3,Breakfast,Methi Prantha,0,0,0,2,363
9/5/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,454
9/5/2024,3,Dinner,Chana Masala,0,0,0,3,457
9/6/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,407
9/6/2024,4,Lunch,Channa Dal Rice,0,0,0,2,446
9/6/2024,4,Dinner,Cheese Chilli,0,0,0,5,473
9/7/2024,5,Breakfast,Aloo Prantha,1,0,0,4,329
9/7/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,359
9/7/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,342
9/8/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,319
9/8/2024,6,Lunch,Pudi White Channe,1,0,0,5,393
9/8/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,326
9/9/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,384
9/9/2024,0,Lunch,Rajma Rice,0,0,0,5,456
9/9/2024,0,Dinner,Aloo Gobhi,0,0,0,2,420
9/10/2024,1,Breakfast,Aloo Prantha,0,0,0,4,403
9/10/2024,1,Lunch,Black Channe Rice,0,0,0,3,442
9/10/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,433
9/11/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,417
9/11/2024,2,Lunch,Fried Rice,0,0,0,4,442
9/11/2024,2,Dinner,Paneer Bhurji,0,0,0,5,474
9/12/2024,3,Breakfast,Methi Prantha,0,0,0,2,361
9/12/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,453
9/12/2024,3,Dinner,Chana Masala,0,0,0,3,462
9/13/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,419
9/13/2024,4,Lunch,Channa Dal Rice,0,0,0,2,449
9/13/2024,4,Dinner,Cheese Chilli,0,0,0,5,456
9/14/2024,5,Breakfast,Aloo Prantha,1,1,0,4,151
9/14/2024,5,Lunch,Dal Makhni Rotti,1,1,0,4,224
9/14/2024,5,Dinner,Aloo Matar Gajar,1,1,0,2,160
9/15/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,319
9/15/2024,6,Lunch,Pudi White Channe,1,0,0,5,380
9/15/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,361
9/16/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,405
9/16/2024,0,Lunch,Rajma Rice,0,0,0,5,479
9/16/2024,0,Dinner,Aloo Gobhi,0,0,0,2,432
9/17/2024,1,Breakfast,Aloo Prantha,0,0,0,4,427
9/17/2024,1,Lunch,Black Channe Rice,0,0,0,3,452
9/17/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,445
9/18/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,407
9/18/2024,2,Lunch,Fried Rice,0,0,0,4,475
9/18/2024,2,Dinner,Paneer Bhurji,0,0,0,5,489
9/19/2024,3,Breakfast,Methi Prantha,0,0,0,2,368
9/19/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,462
9/19/2024,3,Dinner,Chana Masala,0,0,0,3,454
9/20/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,423
9/20/2024,4,Lunch,Channa Dal Rice,0,0,0,2,441
9/20/2024,4,Dinner,Cheese Chilli,0,0,0,5,457
9/21/2024,5,Breakfast,Aloo Prantha,1,0,0,4,304
9/21/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,362
9/21/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,349
9/22/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,336
9/22/2024,6,Lunch,Pudi White Channe,1,0,0,5,390
9/22/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,357
9/23/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,408
9/23/2024,0,Lunch,Rajma Rice,0,0,0,5,482
9/23/2024,0,Dinner,Aloo Gobhi,0,0,0,2,446
9/24/2024,1,Breakfast,Aloo Prantha,0,0,0,4,426
9/24/2024,1,Lunch,Black Channe Rice,0,0,0,3,425
9/24/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,425
9/25/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,408
9/25/2024,2,Lunch,Fried Rice,0,0,0,4,468
